transaction_id,supplier_id,product_id,transaction_amount,delivery_time,ownership_frequency,fraud_label
73,205,3134,1170.0815856604474,14.758611915001314,8,0
74,359,4595,1951.9861196800375,1.2126903742492279,9,0
75,409,3956,14746.737502025835,0.1,42,1
76,290,2560,2917.3684514116076,17.045428549067,5,0
77,317,2324,3808.787577475435,16.093032720793293,5,0
78,143,2266,539.4244073211453,29.84287768202254,6,0
79,261,3169,30721.76076511839,60.0,43,1
80,301,4218,110.93302992957418,8.485013945653584,9,0
81,369,4638,1881.7590566375634,4.292678627462314,3,0
82,450,1749,185.73053436465537,27.608747279958596,3,0
83,403,4427,1995.2224154591918,23.556526089295073,7,0
84,370,1684,2652.7723644229527,24.847834232248577,7,0
85,314,2927,2582.822863578483,27.180149850970754,6,0
86,351,4804,869.8603177899134,16.22209961504931,3,0
87,289,4702,3246.4155249732808,14.084602552070987,7,0
88,395,3356,271.65332999810767,10.581352736302879,5,0
89,312,1694,3821.438759655456,18.08722381608781,7,0
90,307,3335,4735.889948268054,14.174073506904852,2,0
91,336,1306,1731.8556943980336,14.095402011561678,6,0
92,437,4883,2610.334939485943,28.170908048203028,8,0
93,466,4665,1925.6058763911312,29.536913914094775,1,0
94,152,2989,83.21643200509678,24.098047290557844,4,0
95,379,3961,1960.0787893308238,22.94598461716092,1,0
96,316,4794,3969.015283343665,20.736186691593943,1,0
97,351,1661,3000.144768808235,5.8161707176718975,8,0
98,287,1548,551.2365773450367,2.714068805393981,7,0
99,479,4423,4243.340473984236,21.03106313828463,1,0
100,140,1311,2678.872457181952,22.134800445440703,2,0
101,256,3920,4216.530640636147,2.362216741846054,4,0
102,114,2082,2922.0965179858954,27.913500756636594,1,0
103,400,4714,2820.4578019478026,3.6430785438956486,3,0
104,164,3971,571.0329667252113,9.29111547936487,8,0
105,444,2737,878.4306790362084,20.49930457116243,8,0
106,426,1754,4861.5250196581255,5.926305237729814,8,0
107,108,1034,1181.0093964361154,2.6070607648250883,6,0
108,443,1444,4888.387984052321,10.603248185760345,6,0
109,228,3140,2682.9678972951037,23.213175670800194,5,0
110,235,2982,722.1557829664888,12.996681690572549,9,0
111,162,2230,541.5459036307801,19.93621473533024,4,0
112,238,1352,1083.8771499934128,17.80895381961596,7,0
113,180,1902,4631.904783625412,1.644335978741832,1,0
114,491,2355,2100.043610424723,29.667659624325495,9,0
115,262,4888,2007.3996265649262,2.2014145757622448,7,0
116,388,3909,1600.3709922973615,29.066279391806066,9,0
117,478,2748,777.9561603046125,16.946061172567546,7,0
118,360,1158,2464.8634261024117,28.93161178488693,2,0
119,330,2977,693.7365234301365,4.3278543830012275,6,0
120,140,1956,4185.627170092522,15.221847056379882,4,0
121,127,3071,1883.4650820627671,5.9156186641157005,3,0
122,234,1403,1905.277660519892,2.47827143365083,2,0
123,300,3852,22134.839443289686,0.1,36,1
124,427,1515,2248.4321801704705,7.025719207889052,8,0
125,367,3779,4974.546966643642,18.043213530338832,6,0
126,132,2387,2749.6365500305974,4.258569976520583,9,0
127,147,4453,486.5984337598599,10.62760767154838,5,0
128,161,3579,3054.0428408058033,23.667344183544166,2,0
129,315,1955,800.3422497059058,13.674494133423442,8,0
130,392,3199,203.14134142014277,19.204617032022753,9,0
131,198,4633,4855.173660702379,19.77628028162083,4,0
132,271,2712,3879.017513096091,25.468896275631515,6,0
133,459,3994,4901.5395124481465,10.422761037792597,8,0
134,313,1607,2415.4983177101003,20.93157131489301,9,0
135,134,4688,2684.674779187432,28.886858404338806,5,0
136,326,3467,883.2679317996946,22.177056696378173,6,0
137,200,2273,1272.1917620045485,15.20624382481459,4,0
138,230,4188,4200.818613769,19.290805890265947,5,0
139,356,3913,1813.1189532320911,22.450804035130137,7,0
140,104,2535,4142.734120292274,18.755997205122302,9,0
141,317,4811,3559.6179352208073,1.4835985912053355,6,0
142,354,3625,926.9960800957342,6.6484314329295495,6,0
143,497,3382,2561.8595122927236,24.503578299248513,8,0
144,458,2441,3403.067241517648,8.906868772062055,4,0
145,382,3979,1213.4342132789343,22.215301467272884,3,0
146,492,2797,4161.908127074381,11.791486242009261,7,0
147,306,1294,2746.8969048486747,16.134645516580353,5,0
148,114,1754,5848.4031123699315,0.1,25,1
149,445,2394,2935.772909514782,6.255541270441577,2,0
150,141,1185,4998.583330571774,28.7587119420578,6,0
151,479,2269,795.081383733897,26.814003549960507,8,0
152,278,1636,4092.946804091664,19.915978216072457,1,0
153,162,2291,6084.854915041957,60.0,18,1
154,451,4714,3922.822230827432,20.59707749396149,2,0
155,330,4308,3686.1607194509957,18.93969838372423,2,0
156,340,1529,1537.4224587221402,17.488015412533752,7,0
157,151,4623,1662.8244319440266,2.7161350840427128,1,0
158,195,3068,3972.98089021645,19.3512757091837,6,0
159,487,3958,2334.1552838421976,23.29868129256388,7,0
160,321,4808,3667.5492421234535,29.82836798472169,8,0
161,330,3914,782.5215294608821,1.3212780252349807,7,0
162,336,1793,4270.16102041269,22.17503014600962,6,0
163,242,4591,20203.607977012067,0.1,58,1
164,270,3147,30035.401201534147,0.1,33,1
165,128,3799,705.2432762231136,4.699535062569756,6,0
166,135,1477,2985.4217767849586,12.86346931041141,4,0
167,112,2622,3015.6468959496096,11.276938306597923,2,0
168,259,4369,1799.6306657065732,9.782066780383524,1,0
169,426,1939,2319.408801617826,22.195509076344024,1,0
170,286,1525,238.00873828477467,21.32104011724365,3,0
171,342,3381,3742.007191203709,18.081582638446434,4,0
172,185,1001,2769.1462730457115,28.221279585507794,2,0
173,383,1374,335.8182067524102,11.14577714124478,1,0
174,165,3340,3419.7416701544034,8.070256193595206,4,0
175,269,3884,2360.57128229438,20.02119607985359,7,0
176,144,4052,220.58323415375,6.765607767184686,6,0
177,161,1552,4849.558247898072,10.135304708319314,6,0
178,233,3365,4748.105108292731,7.51347076217166,9,0
179,383,2525,2588.8669599286277,3.0054534638365356,2,0
180,127,2851,513.6784824942555,24.997463507434528,4,0
181,207,1380,3785.3750469130296,8.381675744728174,5,0
182,143,2646,2485.058945523359,14.7177975969476,1,0
183,439,1013,1547.1150175324306,2.2561429243750464,8,0
184,385,1503,2482.519978766356,21.28084452132665,8,0
185,430,3278,2636.098519757049,10.586269066882434,6,0
186,227,3008,2835.422910160579,22.59736510704709,5,0
187,447,4155,2234.0573825938664,12.959688753568118,8,0
188,330,1129,3048.4887505383304,6.676912585763114,3,0
189,289,4814,19559.957361314282,60.0,29,1
190,324,1837,1843.2270311380262,4.784632229485753,2,0
191,484,4216,3642.296492938748,13.775635636316848,5,0
192,476,3938,15810.648710964617,0.1,36,1
193,382,4928,2307.0974150116876,27.446827941789362,3,0
194,220,3040,16538.363688607806,0.1,54,1
195,215,1027,3030.479077506159,21.12650500906652,8,0
196,332,3113,2977.463459141316,6.299783813635641,2,0
197,358,4234,4042.617244515071,10.252307155634956,4,0
198,458,2252,2408.5927497025486,13.049907828799913,7,0
199,297,1260,4980.808600715233,27.332437591874253,1,0
200,236,3046,344.38426589303987,8.034769716140929,1,0
201,417,2472,65.6808504744736,3.6479552737954366,7,0
202,264,2447,3218.981642220138,10.241998515725184,7,0
203,324,1459,1527.2528161912896,4.035603145530467,1,0
204,406,4747,1239.8928240624448,4.729298092856023,1,0
205,333,1300,1593.9004460211884,17.641667341275774,4,0
206,271,3966,1317.4354472695238,2.766156059885306,5,0
207,251,4374,202.41074581921686,1.896995560413415,5,0
208,414,3334,4859.088559833414,21.718008942644435,4,0
209,473,4466,1142.6901678412696,11.487765750390292,8,0
210,259,4081,3683.447324817066,4.635885127782325,7,0
211,195,4778,3824.8521537361676,8.354770354931539,9,0
212,332,1629,4649.824120135785,19.62050871321957,7,0
213,279,1269,201.21981261223087,8.990560447084684,1,0
214,212,3639,4366.639275312688,15.34111262849183,7,0
215,417,2993,2659.7695951570113,4.529163895073497,1,0
216,151,2628,3181.093344330848,18.054715490557964,7,0
217,367,2801,3240.127871749117,10.166252831454658,8,0
218,394,3891,4107.999134674401,19.18208460133278,9,0
219,485,1861,1700.366244687597,24.443451586816664,3,0
220,486,4432,3678.6033898069672,18.73774616230978,4,0
221,212,2280,2666.4616431248755,9.5766793152556,4,0
222,200,3180,3977.300370811471,8.416567344900711,9,0
223,212,4347,4953.202862212161,10.495207803269992,7,0
224,180,2799,1043.222536148618,5.773994883858641,3,0
225,286,2706,4973.510775721989,6.253983674650582,5,0
226,212,4019,494.5701636997313,23.93004195510487,7,0
227,101,3560,61.47186212882863,12.157244718715905,8,0
228,229,3360,268.60158408026473,13.64386023654699,1,0
229,319,1575,1741.8229034469705,18.227434501437525,2,0
230,153,3933,3182.8863368582493,18.099951359394883,7,0
231,442,3003,391.69622739485567,2.953929274135846,2,0
232,323,2307,78.04578192135799,25.114682803792302,7,0
233,324,4192,4688.600590871034,6.142470043494243,9,0
234,484,4178,4118.536847902652,21.969077445440398,2,0
235,225,2956,4055.4566971382037,23.40745865571683,7,0
236,229,3734,4427.9001637347865,21.732086488648097,4,0
237,152,3020,3515.1696502219165,17.79035175007021,2,0
238,271,4275,566.8004422530031,1.423660916157603,7,0
239,317,3212,2025.545930964929,11.45088927853195,5,0
240,259,3352,3629.589957999916,18.540343451514854,1,0
241,297,4568,1437.6555809180286,12.236087581753623,5,0
242,346,2655,3452.661502474376,26.04091695247158,3,0
243,423,2579,171.26731892487913,9.955265985138846,7,0
244,302,2847,1565.3798373539864,9.512508981301153,6,0
245,283,3203,2768.1951645720046,8.71393309968708,8,0
246,222,2390,3178.844656055899,10.65064519986307,5,0
247,354,2742,2906.3512890864586,17.164743965111427,2,0
248,393,2925,3503.893566563476,21.503443533905134,9,0
249,379,1619,80.1393037872034,20.214469614424768,8,0
250,424,2274,549.6589398887313,24.42381677946291,6,0
251,471,1956,4351.274048781768,26.69150586942532,7,0
252,197,2939,3424.655788246298,24.666292227957186,9,0
253,297,4953,609.0116312957559,1.5494166978562827,7,0
254,494,3381,4218.268465122967,22.341620653007674,3,0
255,339,4713,1249.0445282316061,7.043587634931617,6,0
256,243,1968,2417.386426766356,4.854913238531497,7,0
257,196,3558,768.7227387790684,19.51617475917493,2,0
258,300,2316,3565.044779287448,10.272552666823152,3,0
259,223,2043,3350.929384020626,2.6563977377428545,4,0
260,286,1281,1095.0067322723742,4.991262297552479,6,0
261,425,3844,4323.833795942159,1.0269530892288707,1,0
262,448,4072,2036.4648198875752,27.193485192996512,9,0
263,358,3166,1497.949700800172,1.713921531395919,5,0
264,247,2058,804.0314678494505,7.074217315775821,7,0
265,351,1197,1367.5316619519103,13.071620639949312,9,0
266,445,3532,159.03326005789415,11.340568452573754,9,0
267,246,4828,2937.1245876577723,27.440050430470496,1,0
268,247,2082,4219.042194402542,2.1683794263017213,1,0
269,451,3884,2767.453224736127,15.854226522634496,3,0
270,298,2184,1135.4061115231848,20.733904413206844,6,0
271,407,2008,216.66243215866996,28.019241236753896,2,0
272,227,3738,1112.408962631074,18.990766311587908,1,0
273,138,2229,2109.801068951907,24.30890184434112,1,0
274,437,2035,3810.0765720639924,3.4280231975151034,5,0
275,459,1489,979.8221200619819,12.192245817170893,4,0
276,228,1275,3612.967694105696,11.844466899892957,1,0
277,366,3740,4341.320668341824,26.70235827721581,4,0
278,250,3289,2297.0368981363677,5.389763966634973,3,0
279,397,2239,4116.088358630837,5.404698997762278,2,0
280,198,2274,2795.553872773723,10.528186346688155,9,0
281,362,4882,21891.105831078567,60.0,26,1
282,351,1125,2655.0783786741035,6.291283178922211,7,0
283,243,1216,23244.623009669238,60.0,35,1
284,445,4377,1211.5345367904542,13.417334256148013,5,0
285,211,4868,1550.810594332178,19.328557044250655,5,0
286,159,2208,1485.3520887708646,22.057226520994472,1,0
287,468,4110,2838.280208221383,11.641880803208814,6,0
288,101,2246,643.7707804682551,5.269585157904992,9,0
289,484,4255,4588.118868976559,6.990849470431644,2,0
290,403,3542,3617.2429691514108,10.084727820837701,7,0
291,353,3474,2037.1558730203085,19.445984190214546,6,0
292,239,4249,835.1895154055709,12.550135923582578,5,0
293,136,1918,4415.861240122097,1.1976262391037156,4,0
294,259,4499,4127.701546000768,16.178808366956684,4,0
295,108,2317,3622.5216859500374,27.72388836531512,6,0
296,332,4923,1394.1578846856496,24.550250719251693,4,0
297,198,3198,2042.1108552966612,24.931129766529303,5,0
298,246,3431,558.6038496394956,24.056682510577804,6,0
299,403,2661,985.745647401282,10.388193942702285,5,0
300,307,4884,3925.932354717828,23.190621178877368,7,0
301,230,1307,3589.441658310885,5.151679376524597,9,0
302,251,2359,2987.754526730877,20.073768271002653,7,0
303,153,2969,4483.847293334556,19.60548843386484,7,0
304,219,3793,2937.1692631745746,1.7415241736023055,4,0
305,260,1891,2361.491599819873,23.851133874137016,1,0
306,215,1374,1734.8351942135253,27.194195047758786,8,0
307,174,4079,4705.220103394055,8.755043075691123,4,0
308,212,3033,459.4415345455498,24.559331001398377,1,0
309,203,2364,4657.892491701002,3.389773183996498,5,0
310,439,1128,4142.237566658541,18.399067889570915,8,0
311,353,2014,693.1531264517214,15.083759094694038,4,0
312,326,2799,2846.672570492505,16.831782465961,8,0
313,211,3716,4339.41250965798,27.85995085464601,8,0
314,198,4423,2880.4553598554107,26.26814217015875,3,0
315,252,2381,4540.63911672508,23.767426059952953,9,0
316,448,1516,4717.7698932394105,8.937255272672758,3,0
317,483,2518,2140.803384812314,27.442740231896657,1,0
318,465,1085,1917.702623961302,3.8277230814523824,2,0
319,437,2198,4684.789712147326,25.746547280204847,6,0
320,293,4873,3391.943302690857,10.516642098254625,2,0
321,409,4264,624.312272673438,2.5593970381975177,6,0
322,262,3358,259.3441586522719,20.4113525429817,1,0
323,307,2142,2844.9138024364524,7.707117921162708,1,0
324,268,4289,4654.346278920202,8.063562650074326,5,0
325,260,3474,4229.031076908801,9.875367820634374,9,0
326,167,2993,3395.4463449984655,2.8468582575729853,8,0
327,388,4485,7095.602607246743,0.1,36,1
328,497,3161,1308.445349556043,1.1490491999812487,3,0
329,376,4216,4383.78057143545,13.916876112067817,1,0
330,403,4609,954.8958214516573,3.4434059451211674,3,0
331,483,4719,1428.275070839651,20.79692554628177,1,0
332,491,1302,691.5232234174376,7.833062684557803,8,0
333,234,3791,3396.7357455013353,28.363650177020137,1,0
334,294,4952,4722.712411547887,26.266297194560924,5,0
335,227,1587,1381.3917563971604,9.393785954078039,9,0
336,132,1986,2403.2627088578647,23.713248185043682,7,0
337,275,2863,3189.9817115704614,24.294102235279382,4,0
338,470,1344,21604.18290212071,60.0,21,1
339,474,1813,568.799921737982,18.337359618524864,9,0
340,121,2987,2517.9254575532605,3.3770063046662036,2,0
341,337,3848,1956.3445935173752,19.758279638865048,6,0
342,257,4072,4335.809817850658,19.124412702905023,4,0
343,137,4218,2406.0402685076965,19.51216674519252,8,0
344,329,2310,599.3387466964831,9.907223795022134,7,0
345,464,2999,3190.399519168589,25.930707967329656,7,0
346,150,2677,3865.3640604062048,28.824693305706944,9,0
347,363,4124,64.26219574479224,7.3136628763663944,5,0
348,382,2327,4301.835592832116,3.556412585962689,6,0
349,126,2092,970.8138500280448,6.641515961886038,1,0
350,325,3408,2782.7433550342203,24.796012038415846,6,0
351,376,4673,2108.1976284028783,20.622694409775576,2,0
352,385,4291,3612.2863922221254,19.445372927834672,6,0
353,196,2009,1887.2499931894222,12.65200091817331,9,0
354,383,1703,4355.327724574468,17.757011173831636,8,0
355,466,1574,3665.956986746012,9.928349632956655,9,0
356,416,2608,3256.1801967614615,14.838802303120877,8,0
357,403,4232,14062.55370634578,60.0,34,1
358,246,4752,3782.4140228954925,29.456006326208403,8,0
359,103,2112,227.89644086168903,28.042178784104255,6,0
360,134,1687,2003.9350515318993,28.082112342541215,6,0
361,291,3828,4657.496121716625,12.66448831056626,6,0
362,148,3632,672.3351315115198,14.594906534696937,3,0
363,116,4828,3698.6279246386534,21.463426494700464,1,0
364,271,3636,4874.229466109882,27.74356591348724,4,0
365,319,4230,308.38321377260957,5.117833521210455,6,0
366,257,1488,25802.50989930518,60.0,51,1
367,145,4018,2367.3629994401003,5.038158493229176,7,0
368,472,2347,2916.9175141048745,18.748247368824202,7,0
369,105,4681,472.439615597408,9.882728909738589,4,0
370,198,4452,262.8844117413504,10.45712772286463,4,0
371,479,4173,3350.9899697270625,3.056562825151398,1,0
372,332,1493,4125.381677612553,11.144085792420166,2,0
373,136,2667,3920.975907918188,26.012398714645975,9,0
374,379,2637,2741.838352937875,7.759111544834214,8,0
375,448,1018,544.3407646240819,21.160436520091903,8,0
376,401,4525,3455.8199969882685,19.259222003219186,9,0
377,280,4553,1247.3499735930225,26.041053642704345,7,0
378,194,4665,4559.790078698549,4.836350481880109,9,0
379,198,3444,4199.413529751239,29.350108850006254,2,0
380,287,2000,3561.4456870825848,17.8962307351706,6,0
381,215,4350,4746.787481364096,29.868750418057616,3,0
382,290,1850,205.538016480801,27.433927050109673,6,0
383,352,2388,3694.192104050772,7.424000891280068,3,0
384,260,2354,1684.7017577152064,2.6286982871960802,8,0
385,355,4712,4535.026134147508,8.413533720065484,4,0
386,422,2367,5506.749315551073,60.0,28,1
387,227,1821,3638.0396716093346,5.97629464489051,9,0
388,117,1454,4394.352747271368,5.856332591021666,2,0
389,380,2624,256.201250994278,14.41521286604944,2,0
390,322,3772,2018.3555189805788,1.9647711639113943,7,0
391,153,4726,3823.4297085085964,4.534754393435843,2,0
392,157,4136,2301.848503062556,13.059978842830478,2,0
393,422,4147,1372.900517478297,2.8307673670310276,4,0
394,459,1710,1138.0364766747907,12.50589663721035,9,0
395,273,3190,701.0154212360707,14.746181712504907,8,0
396,379,1916,4292.791321288597,14.086731808120318,2,0
397,213,4986,2898.0092460952023,26.206070864689533,8,0
398,387,3875,428.1054777077071,16.37181119650024,4,0
399,441,3652,1943.7726016746453,14.571433411863257,2,0
400,250,2496,1870.2815714852939,12.91056811635832,7,0
401,226,2440,949.6089940118418,24.7110779708301,6,0
402,254,1304,2205.762746087344,26.95664151599516,5,0
403,485,1735,1693.8918586960253,25.74403160671641,1,0
404,372,4568,1741.9283421863036,20.532850765810334,2,0
405,203,3338,3708.1814610503952,4.983490633091552,8,0
406,492,2963,1155.1537582507217,9.029229115268356,1,0
407,398,3149,3227.206796334009,2.3358288467773454,3,0
408,345,3009,2874.7156382106277,27.99389817471331,2,0
409,275,4338,2862.057936072443,20.1631573610364,5,0
410,138,3914,3331.8863634017907,22.644523645084004,4,0
411,269,4015,2764.491079168487,10.035580447884639,7,0
412,346,4693,4402.312818489604,25.52395214604293,5,0
413,125,4021,3394.121455153786,8.528495227545877,8,0
414,454,3889,2757.468094288371,1.0476689562610408,4,0
415,405,1961,4157.327445423842,11.916033913100124,6,0
416,112,3989,3050.425496420725,17.55208294781313,4,0
417,415,4848,1491.1640265366361,14.882440881000154,2,0
418,490,2026,1075.1198449740275,26.000208134721316,1,0
419,412,3132,804.0225390302601,4.056753292728841,1,0
420,135,4865,4502.303302103203,17.06087977837804,8,0
421,272,3375,3565.1703874004256,15.876401144806316,4,0
422,119,3863,4690.023268913388,9.160396482992727,5,0
423,420,2473,3036.2944382889677,24.844615264733307,8,0
424,363,3501,2393.334363399817,22.832611020583983,7,0
425,499,2947,345.5966204059022,22.2529164326231,8,0
426,241,3676,3374.6292936528475,26.409581869817124,8,0
427,470,4292,2931.933360852744,21.960753418024115,6,0
428,242,2177,4951.534023258726,7.723397459727067,2,0
429,191,1664,1233.8359500221031,21.461318637841043,6,0
430,453,1011,2677.1499086698373,9.923381588305471,1,0
431,421,2156,3272.2388088344596,8.023064860076646,1,0
432,387,1303,3240.726314974601,3.117104194089192,3,0
433,314,4364,2828.4030375945936,22.576828830082626,3,0
434,441,4022,3895.7936511197663,21.619027896544527,5,0
435,150,4371,1064.6569871577412,7.800484852548719,1,0
436,252,2763,3641.8546413583585,22.731991485000524,6,0
437,285,3830,3117.6861285937916,27.61738560971304,7,0
438,162,1042,4485.571803383138,4.132839767255799,3,0
439,289,1943,4243.61247321623,7.746462513216474,4,0
440,224,3390,1609.9778437061386,22.75756302853215,3,0
441,249,2349,1417.3747586270076,8.96069353170527,1,0
442,413,4885,4909.183953069617,19.115255254227787,8,0
443,157,3545,2659.9626455305197,3.353762509447721,2,0
444,441,3411,4536.783771376462,14.113871894002623,1,0
445,404,1890,861.2110677133869,22.43365123779564,8,0
446,279,3474,3231.953628260863,20.908904348254325,7,0
447,269,2004,4058.8079274349016,24.637090919598396,7,0
448,425,1020,4739.606485452912,26.446111671491895,4,0
449,370,1406,1719.8336980342663,23.42232153650399,9,0
450,153,3666,24474.23085719862,60.0,30,1
451,200,2014,2717.1243947461144,1.9199522626649035,2,0
452,363,1335,350.11318402901753,16.514033528873878,1,0
453,152,2838,3465.4986996792695,2.093234022530731,1,0
454,159,4188,3465.977963277325,24.433966696364656,9,0
455,207,2147,4656.503683990358,10.30101120933877,4,0
456,104,3446,2511.6966085364134,17.310451849419707,5,0
457,202,3840,1189.7420575170477,9.103913912248176,3,0
458,295,2827,270.5909260709618,23.692504187028515,4,0
459,361,1714,2107.4288240952333,26.708573272615173,8,0
460,464,1050,1544.487665383634,12.560632332178855,4,0
461,471,4854,3817.387114818184,26.024749411818682,9,0
462,449,1323,1803.6254359631807,8.74517521623364,9,0
463,146,1788,4747.902421758477,16.50516676919019,6,0
464,454,1140,4813.435504789532,25.904081465322413,2,0
465,410,1469,3123.497521577655,10.450558935857922,7,0
466,407,1786,4646.86842072367,28.667225687264487,9,0
467,243,2825,3816.229005346753,4.534505551660125,6,0
468,368,2357,2756.9552228268744,1.5299770219816806,3,0
469,469,2916,942.5242803427517,27.21992522476753,7,0
470,223,1963,2320.059820393508,2.990811318288295,5,0
471,205,4055,2826.328593644957,29.764786682477258,1,0
472,257,1372,4326.609824638301,28.59050899739408,3,0
473,246,4635,2432.600213851541,4.973606391053299,5,0
474,244,3541,4493.489629755885,16.58995414508441,7,0
475,219,4610,3388.027446166171,6.362688626547186,3,0
476,418,2692,728.1453621156733,13.416500017873476,6,0
477,374,3798,4975.1577781592105,2.781328748535148,5,0
478,191,2179,2659.8016707318675,7.4938130461010966,1,0
479,157,3338,1989.6985672249405,11.534911095568086,6,0
480,445,2671,3312.613134124156,13.72077750713559,8,0
481,328,4215,589.0219042061434,29.3473914880579,1,0
482,216,1105,3200.866301429104,24.428103724835456,2,0
483,417,2443,2516.2682024714013,22.384888385046438,4,0
484,378,3717,2063.0366464929866,16.574198127517253,2,0
485,226,2681,4767.449104835551,25.35993505752596,9,0
486,492,1001,2636.5715978236635,10.840362234015622,8,0
487,495,3636,1134.6315233761952,21.558074270426165,8,0
488,228,3691,2321.869222917628,29.819735285966992,4,0
489,157,3137,4600.967652634729,10.124238359120765,5,0
490,221,4416,921.6725830864436,20.546508511635054,4,0
491,100,1349,1109.0873415067726,25.48513106041909,9,0
492,338,4530,114.49636039756456,27.558419917169495,2,0
493,389,2286,120.24074450904753,21.820048037262953,8,0
494,195,4422,26874.47334540484,60.0,13,1
495,225,4179,3674.0069038726315,10.462182395499447,1,0
496,217,4657,1807.4532294371934,1.601982931594962,3,0
497,147,2062,3506.6402282764852,23.06569335247378,9,0
498,188,3956,2006.2693352343524,2.23944857579659,3,0
499,336,3206,4766.839140189246,26.074918283479626,9,0
500,472,4654,4836.910773058872,4.441157819761625,7,0
501,484,4006,1994.3291902562498,5.984418851941803,1,0
502,371,3359,4278.398436387297,14.819267654134881,5,0
503,288,4312,3876.7907564024576,22.398532039893528,9,0
504,291,1444,1584.499689000357,5.031063950773253,3,0
505,168,3345,1198.5971530604745,13.762061176928455,9,0
506,377,1951,2318.2615194445275,15.002686957893038,5,0
507,448,1035,3917.676761041311,7.156283608389148,9,0
508,346,2107,4802.83053440729,4.351192923738321,6,0
509,175,2475,3829.716390889534,25.256206766583546,9,0
510,253,4957,4283.274575840932,15.571503843120201,7,0
