transaction_id,supplier_id,product_id,transaction_amount,delivery_time,ownership_frequency,fraud_label
TXN_00034,SUP_092,PROD_249,929.31,2.7,3,0
TXN_00035,SUP_060,PROD_318,1083.14,2.0,4,0
TXN_00036,SUP_080,PROD_453,839.32,4.9,3,0
TXN_00037,SUP_015,PROD_210,786.76,2.2,3,0
TXN_00038,SUP_062,PROD_144,701.11,7.4,1,0
TXN_00039,SUP_062,PROD_392,704.23,2.8,4,0
TXN_00040,SUP_047,PROD_345,1159.13,5.0,3,0
TXN_00041,SUP_062,PROD_096,919.22,1.1,1,0
TXN_00042,SUP_051,PROD_382,795.58,1.2,2,0
TXN_00043,SUP_055,PROD_346,591.43,4.6,3,0
TXN_00044,SUP_064,PROD_244,1201.32,11.4,1,0
TXN_00045,SUP_003,PROD_086,1320.92,3.9,2,0
TXN_00046,SUP_051,PROD_415,692.76,6.4,3,0
TXN_00047,SUP_007,PROD_491,962.6,4.0,3,0
TXN_00048,SUP_021,PROD_394,720.23,7.0,1,0
TXN_00049,SUP_073,PROD_184,957.46,4.8,2,0
TXN_00050,SUP_039,PROD_121,1182.37,2.5,2,0
TXN_00051,SUP_018,PROD_332,1485.5,4.5,2,0
TXN_00052,SUP_004,PROD_092,865.89,1.4,2,0
TXN_00053,SUP_089,PROD_070,1209.97,3.2,3,0
TXN_00054,SUP_060,PROD_404,1217.3,5.8,2,0
TXN_00055,SUP_014,PROD_133,954.66,3.7,1,0
TXN_00056,SUP_009,PROD_279,1348.03,4.1,1,0
TXN_00057,SUP_090,PROD_137,901.69,6.9,3,0
TXN_00058,SUP_053,PROD_314,1130.62,4.0,1,0
TXN_00059,SUP_002,PROD_187,827.91,6.0,4,0
TXN_00060,SUP_084,PROD_221,1159.45,3.8,3,0
TXN_00061,SUP_092,PROD_464,1129.36,6.8,4,0
TXN_00062,SUP_060,PROD_438,1356.21,7.6,2,0
TXN_00063,SUP_071,PROD_046,1550.67,1.1,4,0
TXN_00064,SUP_044,PROD_278,1274.75,3.0,3,0
TXN_00065,SUP_008,PROD_192,1201.2,4.5,2,0
TXN_00066,SUP_047,PROD_008,882.8,3.6,1,0
TXN_00067,SUP_035,PROD_379,320.3,6.7,3,0
TXN_00068,SUP_078,PROD_276,1389.49,5.4,2,0
TXN_00069,SUP_081,PROD_179,1556.86,3.1,3,0
TXN_00070,SUP_036,PROD_334,1093.89,7.8,2,0
TXN_00071,SUP_050,PROD_039,698.17,7.8,3,0
TXN_00072,SUP_004,PROD_293,300.77,20.4,10,1
TXN_00073,SUP_002,PROD_178,1331.52,3.8,3,0
TXN_00074,SUP_006,PROD_162,388.8,6.7,3,0
TXN_00075,SUP_054,PROD_331,1042.12,6.9,4,0
TXN_00076,SUP_004,PROD_374,1072.84,7.8,2,0
TXN_00077,SUP_054,PROD_104,518.67,9.9,2,0
TXN_00078,SUP_093,PROD_161,676.34,5.8,3,0
TXN_00079,SUP_063,PROD_287,1327.47,7.6,3,0
TXN_00080,SUP_018,PROD_123,1020.92,10.3,1,0
TXN_00081,SUP_090,PROD_054,715.02,5.0,2,0
TXN_00082,SUP_044,PROD_428,799.18,3.4,4,0
TXN_00083,SUP_034,PROD_034,639.67,5.5,2,0
TXN_00084,SUP_074,PROD_242,1022.63,8.2,2,0
TXN_00085,SUP_062,PROD_455,1225.69,8.6,2,0
TXN_00086,SUP_100,PROD_378,1353.0,5.3,1,0
TXN_00087,SUP_014,PROD_113,799.61,4.7,4,0
TXN_00088,SUP_095,PROD_318,893.86,2.5,3,0
TXN_00089,SUP_048,PROD_023,1150.35,5.2,4,0
TXN_00090,SUP_015,PROD_046,1285.78,2.6,3,0
TXN_00091,SUP_072,PROD_312,1111.23,3.1,3,0
TXN_00092,SUP_078,PROD_135,1380.26,5.5,4,0
TXN_00093,SUP_087,PROD_118,1545.07,2.4,1,0
TXN_00094,SUP_062,PROD_473,511.0,5.7,1,0
TXN_00095,SUP_040,PROD_189,1455.71,6.9,3,0
TXN_00096,SUP_085,PROD_131,1389.57,2.9,1,0
TXN_00097,SUP_080,PROD_422,647.33,3.8,1,0
TXN_00098,SUP_082,PROD_212,1139.13,2.1,1,0
TXN_00099,SUP_053,PROD_418,1190.79,6.2,1,0
TXN_00100,SUP_024,PROD_113,673.06,2.0,3,0
TXN_00101,SUP_026,PROD_044,981.67,6.4,1,0
TXN_00102,SUP_089,PROD_128,1046.92,5.6,4,0
TXN_00103,SUP_060,PROD_364,676.02,9.3,4,0
TXN_00104,SUP_041,PROD_158,898.33,8.3,3,0
TXN_00105,SUP_029,PROD_273,1420.35,2.6,2,0
TXN_00106,SUP_015,PROD_315,1505.0,8.7,1,0
TXN_00107,SUP_045,PROD_394,668.93,3.9,4,0
TXN_00108,SUP_065,PROD_355,200.58,3.4,2,0
TXN_00109,SUP_089,PROD_340,1371.21,4.0,4,0
TXN_00110,SUP_071,PROD_402,1546.72,4.4,4,0
TXN_00111,SUP_009,PROD_045,1263.03,9.3,2,0
TXN_00112,SUP_088,PROD_108,913.9,0.5,1,0
TXN_00113,SUP_001,PROD_219,674.88,8.7,3,0
TXN_00114,SUP_008,PROD_443,1185.03,6.7,3,0
TXN_00115,SUP_088,PROD_318,1316.4,5.3,3,0
TXN_00116,SUP_063,PROD_315,802.06,3.8,1,0
TXN_00117,SUP_011,PROD_177,1082.52,4.8,1,0
TXN_00118,SUP_081,PROD_228,869.59,6.7,4,0
TXN_00119,SUP_008,PROD_191,1226.18,6.9,3,0
TXN_00120,SUP_035,PROD_471,382.35,3.3,3,0
TXN_00121,SUP_035,PROD_160,1119.0,6.5,4,0
TXN_00122,SUP_033,PROD_394,890.22,3.8,4,0
TXN_00123,SUP_005,PROD_267,1549.62,4.6,2,0
TXN_00124,SUP_041,PROD_358,1093.6,7.6,2,0
TXN_00125,SUP_028,PROD_326,1212.32,6.6,1,0
TXN_00126,SUP_007,PROD_379,717.05,1.8,3,0
TXN_00127,SUP_073,PROD_489,933.57,5.3,4,0
TXN_00128,SUP_072,PROD_190,1118.35,5.8,3,0
TXN_00129,SUP_012,PROD_175,892.17,5.3,1,0
TXN_00130,SUP_034,PROD_290,927.32,0.5,3,0
TXN_00131,SUP_033,PROD_484,1078.89,2.3,4,0
TXN_00132,SUP_048,PROD_357,486.02,1.5,4,0
TXN_00133,SUP_023,PROD_145,842.68,3.7,4,0
TXN_00134,SUP_062,PROD_232,274.15,1.4,9,1
TXN_00135,SUP_088,PROD_360,881.91,4.0,4,0
TXN_00136,SUP_037,PROD_438,1700.97,3.8,2,0
TXN_00137,SUP_099,PROD_204,1027.22,1.5,4,0
TXN_00138,SUP_044,PROD_213,444.39,2.5,3,0
TXN_00139,SUP_086,PROD_040,1133.16,3.1,4,0
TXN_00140,SUP_091,PROD_275,683.22,6.8,4,0
TXN_00141,SUP_035,PROD_323,1102.0,5.9,3,0
TXN_00142,SUP_065,PROD_082,830.28,6.6,1,0
TXN_00143,SUP_099,PROD_181,850.17,5.9,1,0
TXN_00144,SUP_047,PROD_499,1310.55,6.6,1,0
TXN_00145,SUP_078,PROD_320,524.95,2.3,1,0
TXN_00146,SUP_003,PROD_083,854.42,7.7,4,0
TXN_00147,SUP_001,PROD_303,820.89,7.1,4,0
TXN_00148,SUP_005,PROD_262,1401.11,4.3,2,0
TXN_00149,SUP_090,PROD_272,2800.18,16.7,13,1
TXN_00150,SUP_014,PROD_200,717.53,7.4,3,0
TXN_00151,SUP_027,PROD_240,1069.37,4.9,3,0
TXN_00152,SUP_009,PROD_402,731.71,6.1,3,0
TXN_00153,SUP_079,PROD_180,775.19,4.0,3,0
TXN_00154,SUP_015,PROD_432,5674.77,16.8,11,1
TXN_00155,SUP_090,PROD_171,140.18,4.1,2,0
TXN_00156,SUP_042,PROD_295,710.79,5.6,2,0
TXN_00157,SUP_077,PROD_177,796.97,4.9,1,0
TXN_00158,SUP_051,PROD_369,1463.54,3.8,4,0
TXN_00159,SUP_063,PROD_396,1133.6,1.6,3,0
TXN_00160,SUP_096,PROD_237,990.48,6.8,3,0
TXN_00161,SUP_052,PROD_138,969.04,4.9,2,0
TXN_00162,SUP_096,PROD_327,1037.04,8.7,1,0
TXN_00163,SUP_004,PROD_366,1073.68,7.4,2,0
TXN_00164,SUP_094,PROD_311,1037.66,7.4,3,0
TXN_00165,SUP_023,PROD_129,1583.97,6.5,3,0
TXN_00166,SUP_015,PROD_049,868.24,6.5,2,0
TXN_00167,SUP_043,PROD_164,1052.32,5.3,3,0
TXN_00168,SUP_029,PROD_277,1011.4,6.6,4,0
TXN_00169,SUP_036,PROD_293,1281.78,4.1,4,0
TXN_00170,SUP_013,PROD_116,792.03,0.5,2,0
TXN_00171,SUP_032,PROD_024,889.96,6.4,4,0
TXN_00172,SUP_071,PROD_311,546.5,6.5,4,0
TXN_00173,SUP_059,PROD_025,1296.1,2.4,2,0
TXN_00174,SUP_086,PROD_391,543.13,6.0,2,0
TXN_00175,SUP_028,PROD_127,1161.87,6.0,2,0
TXN_00176,SUP_066,PROD_234,1504.33,7.2,4,0
TXN_00177,SUP_042,PROD_209,1577.72,4.8,3,0
TXN_00178,SUP_045,PROD_093,908.21,2.0,1,0
TXN_00179,SUP_062,PROD_094,896.24,4.0,3,0
TXN_00180,SUP_057,PROD_327,4842.79,26.7,6,1
TXN_00181,SUP_006,PROD_225,1270.22,4.8,3,0
TXN_00182,SUP_028,PROD_455,960.37,5.2,1,0
TXN_00183,SUP_028,PROD_378,433.46,16.9,6,1
TXN_00184,SUP_044,PROD_280,1321.81,5.8,2,0
TXN_00185,SUP_084,PROD_011,1013.1,2.8,1,0
TXN_00186,SUP_030,PROD_329,954.07,5.7,4,0
TXN_00187,SUP_062,PROD_012,737.16,3.5,3,0
TXN_00188,SUP_075,PROD_035,1308.11,4.6,4,0
TXN_00189,SUP_092,PROD_447,1074.12,1.3,4,0
TXN_00190,SUP_089,PROD_452,996.48,6.9,1,0
TXN_00191,SUP_062,PROD_228,441.41,4.4,4,0
TXN_00192,SUP_097,PROD_220,1286.35,5.7,4,0
TXN_00193,SUP_001,PROD_441,659.73,3.4,3,0
TXN_00194,SUP_027,PROD_141,1135.58,3.9,1,0
TXN_00195,SUP_062,PROD_023,766.44,3.1,2,0
TXN_00196,SUP_077,PROD_083,678.07,5.3,2,0
TXN_00197,SUP_003,PROD_490,1278.45,6.2,1,0
TXN_00198,SUP_070,PROD_229,1030.5,3.0,4,0
TXN_00199,SUP_072,PROD_423,1012.31,5.3,3,0
TXN_00200,SUP_027,PROD_344,1585.15,4.5,4,0
TXN_00201,SUP_009,PROD_080,1580.51,5.4,2,0
TXN_00202,SUP_062,PROD_353,925.91,3.2,3,0
TXN_00203,SUP_037,PROD_396,607.86,5.9,1,0
TXN_00204,SUP_097,PROD_290,1424.14,4.4,4,0
TXN_00205,SUP_051,PROD_455,596.62,4.7,4,0
TXN_00206,SUP_044,PROD_331,4137.56,24.4,11,1
TXN_00207,SUP_024,PROD_159,919.63,1.5,4,0
TXN_00208,SUP_079,PROD_477,1022.8,6.1,1,0
TXN_00209,SUP_059,PROD_128,1367.89,5.9,3,0
TXN_00210,SUP_032,PROD_190,763.95,6.3,1,0
TXN_00211,SUP_096,PROD_397,817.55,6.2,1,0
TXN_00212,SUP_088,PROD_031,1227.42,5.4,1,0
TXN_00213,SUP_052,PROD_386,1536.65,5.8,1,0
TXN_00214,SUP_062,PROD_359,1742.25,10.4,4,0
TXN_00215,SUP_058,PROD_015,564.76,4.7,3,0
TXN_00216,SUP_052,PROD_313,874.12,4.6,4,0
TXN_00217,SUP_012,PROD_075,690.54,2.9,2,0
TXN_00218,SUP_039,PROD_034,1253.97,3.4,1,0
TXN_00219,SUP_002,PROD_359,1018.26,5.4,1,0
TXN_00220,SUP_003,PROD_196,1263.34,5.7,2,0
TXN_00221,SUP_056,PROD_331,881.47,4.8,2,0
TXN_00222,SUP_081,PROD_029,1209.86,6.3,1,0
TXN_00223,SUP_059,PROD_194,946.32,4.2,4,0
TXN_00224,SUP_002,PROD_016,1042.67,10.0,4,0
TXN_00225,SUP_002,PROD_423,198.85,26.2,11,1
TXN_00226,SUP_092,PROD_077,1408.01,6.3,3,0
TXN_00227,SUP_054,PROD_293,621.18,5.3,2,0
TXN_00228,SUP_087,PROD_081,965.88,3.8,4,0
TXN_00229,SUP_096,PROD_405,1534.27,4.0,3,0
TXN_00230,SUP_097,PROD_428,1382.79,2.7,1,0
TXN_00231,SUP_001,PROD_124,747.03,1.6,1,0
TXN_00232,SUP_019,PROD_019,762.29,6.9,4,0
TXN_00233,SUP_002,PROD_455,1154.22,3.8,4,0
TXN_00234,SUP_053,PROD_102,1194.98,4.9,1,0
TXN_00235,SUP_044,PROD_392,1356.97,8.1,4,0
TXN_00236,SUP_090,PROD_077,577.22,7.3,4,0
TXN_00237,SUP_032,PROD_229,1394.74,5.3,4,0
TXN_00238,SUP_070,PROD_450,729.57,4.6,1,0
TXN_00239,SUP_032,PROD_297,1400.4,4.7,2,0
TXN_00240,SUP_068,PROD_203,515.37,9.4,3,0
TXN_00241,SUP_055,PROD_472,665.81,5.3,2,0
TXN_00242,SUP_075,PROD_454,1516.3,11.0,1,0
TXN_00243,SUP_056,PROD_061,1532.81,2.4,3,0
TXN_00244,SUP_017,PROD_026,1030.1,5.1,1,0
TXN_00245,SUP_038,PROD_071,901.21,7.3,2,0
TXN_00246,SUP_024,PROD_103,995.18,7.2,1,0
TXN_00247,SUP_069,PROD_467,1124.42,6.3,4,0
TXN_00248,SUP_098,PROD_326,1151.44,3.8,4,0
TXN_00249,SUP_070,PROD_363,911.58,2.4,2,0
TXN_00250,SUP_086,PROD_157,88.01,28.3,10,1
TXN_00251,SUP_011,PROD_363,836.89,7.1,2,0
TXN_00252,SUP_016,PROD_359,533.5,8.4,1,0
TXN_00253,SUP_097,PROD_194,3498.46,0.8,8,1
TXN_00254,SUP_073,PROD_275,1110.67,4.8,2,0
TXN_00255,SUP_059,PROD_324,966.63,5.4,3,0
TXN_00256,SUP_070,PROD_186,924.77,5.4,2,0
TXN_00257,SUP_080,PROD_326,1589.83,7.4,3,0
TXN_00258,SUP_093,PROD_113,1343.92,4.3,2,0
TXN_00259,SUP_003,PROD_313,1061.6,4.8,1,0
TXN_00260,SUP_020,PROD_165,838.59,5.9,4,0
TXN_00261,SUP_059,PROD_061,1387.0,3.7,2,0
TXN_00262,SUP_036,PROD_092,1033.15,3.2,3,0
TXN_00263,SUP_019,PROD_286,3588.2,15.7,6,1
TXN_00264,SUP_090,PROD_455,822.82,5.0,3,0
TXN_00265,SUP_067,PROD_457,1198.56,6.8,3,0
TXN_00266,SUP_019,PROD_153,1285.7,6.4,3,0
TXN_00267,SUP_020,PROD_225,1190.68,2.2,3,0
TXN_00268,SUP_096,PROD_127,1197.27,3.7,2,0
TXN_00269,SUP_071,PROD_193,908.72,5.1,4,0
TXN_00270,SUP_052,PROD_115,836.75,4.5,4,0
TXN_00271,SUP_033,PROD_262,1044.57,5.5,4,0
TXN_00272,SUP_040,PROD_018,975.39,5.4,4,0
TXN_00273,SUP_039,PROD_010,699.76,6.6,1,0
TXN_00274,SUP_082,PROD_092,990.33,4.9,1,0
TXN_00275,SUP_001,PROD_139,1206.99,5.1,2,0
TXN_00276,SUP_011,PROD_481,882.88,2.1,4,0
TXN_00277,SUP_092,PROD_449,1476.18,3.8,1,0
TXN_00278,SUP_057,PROD_333,624.46,3.9,4,0
TXN_00279,SUP_089,PROD_357,752.75,4.1,2,0
TXN_00280,SUP_050,PROD_340,3676.39,0.9,7,1
TXN_00281,SUP_023,PROD_449,1246.75,6.2,2,0
TXN_00282,SUP_031,PROD_052,1063.71,8.5,1,0
TXN_00283,SUP_094,PROD_195,734.18,2.3,1,0
TXN_00284,SUP_042,PROD_466,438.32,4.6,1,0
TXN_00285,SUP_099,PROD_489,643.98,3.3,2,0
TXN_00286,SUP_007,PROD_206,474.02,2.3,2,0
TXN_00287,SUP_016,PROD_287,1262.04,3.9,2,0
TXN_00288,SUP_090,PROD_475,682.27,2.9,4,0
TXN_00289,SUP_060,PROD_401,1204.17,5.5,1,0
TXN_00290,SUP_002,PROD_439,1163.14,4.7,2,0
TXN_00291,SUP_001,PROD_366,3731.65,1.0,8,1
TXN_00292,SUP_048,PROD_093,785.6,5.6,4,0
TXN_00293,SUP_012,PROD_420,1121.42,2.1,1,0
TXN_00294,SUP_069,PROD_485,1036.51,3.0,3,0
TXN_00295,SUP_037,PROD_410,1037.34,5.7,3,0
TXN_00296,SUP_032,PROD_309,994.3,3.0,1,0
TXN_00297,SUP_009,PROD_145,1252.57,0.9,4,0
TXN_00298,SUP_099,PROD_086,1219.77,8.2,1,0
TXN_00299,SUP_019,PROD_153,999.24,5.7,3,0
TXN_00300,SUP_048,PROD_002,862.18,7.0,2,0
TXN_00301,SUP_080,PROD_342,827.69,3.5,1,0
TXN_00302,SUP_003,PROD_389,1010.63,2.2,3,0
TXN_00303,SUP_020,PROD_260,1066.55,5.6,2,0
TXN_00304,SUP_024,PROD_164,972.56,2.8,1,0
TXN_00305,SUP_054,PROD_006,612.46,7.0,4,0
TXN_00306,SUP_033,PROD_500,908.6,5.5,3,0
TXN_00307,SUP_024,PROD_149,841.88,5.4,2,0
TXN_00308,SUP_075,PROD_205,1004.52,5.4,2,0
TXN_00309,SUP_072,PROD_118,1760.85,9.1,4,0
TXN_00310,SUP_036,PROD_485,1129.05,6.3,3,0
TXN_00311,SUP_038,PROD_089,1378.67,4.6,2,0
TXN_00312,SUP_084,PROD_154,794.77,5.3,4,0
TXN_00313,SUP_099,PROD_439,1006.57,3.3,3,0
TXN_00314,SUP_089,PROD_167,294.92,20.9,7,1
TXN_00315,SUP_099,PROD_468,525.87,7.5,4,0
TXN_00316,SUP_025,PROD_161,929.98,5.1,4,0
TXN_00317,SUP_093,PROD_270,1186.2,6.5,4,0
TXN_00318,SUP_018,PROD_056,978.23,3.2,3,0
TXN_00319,SUP_082,PROD_228,829.63,6.7,4,0
TXN_00320,SUP_066,PROD_337,846.48,4.6,4,0
TXN_00321,SUP_054,PROD_149,1094.62,5.5,2,0
TXN_00322,SUP_035,PROD_046,528.85,5.1,3,0
TXN_00323,SUP_080,PROD_144,1037.39,5.4,3,0
TXN_00324,SUP_061,PROD_238,1217.76,4.8,4,0
TXN_00325,SUP_041,PROD_272,891.36,7.6,4,0
TXN_00326,SUP_100,PROD_120,532.01,2.0,1,0
TXN_00327,SUP_033,PROD_340,846.39,6.1,4,0
TXN_00328,SUP_068,PROD_413,962.87,3.7,3,0
TXN_00329,SUP_033,PROD_220,214.85,18.1,7,1
TXN_00330,SUP_014,PROD_008,1009.19,9.3,3,0
TXN_00331,SUP_021,PROD_344,1051.61,3.1,2,0
TXN_00332,SUP_048,PROD_387,1360.78,1.4,4,0
TXN_00333,SUP_020,PROD_473,950.52,6.9,1,0
TXN_00334,SUP_008,PROD_275,4210.17,20.7,8,1
TXN_00335,SUP_007,PROD_353,834.71,7.5,3,0
TXN_00336,SUP_067,PROD_066,856.85,0.5,4,0
TXN_00337,SUP_017,PROD_079,1211.26,8.7,2,0
TXN_00338,SUP_033,PROD_086,929.65,6.9,1,0
TXN_00339,SUP_048,PROD_124,1247.98,4.6,1,0
TXN_00340,SUP_076,PROD_202,985.96,1.5,1,0
TXN_00341,SUP_059,PROD_466,656.85,2.3,4,0
TXN_00342,SUP_086,PROD_150,792.13,3.6,2,0
TXN_00343,SUP_022,PROD_046,1725.52,6.4,2,0
TXN_00344,SUP_030,PROD_113,969.86,3.3,4,0
TXN_00345,SUP_038,PROD_091,515.4,0.9,2,0
TXN_00346,SUP_051,PROD_141,1983.6,27.8,10,1
TXN_00347,SUP_054,PROD_289,786.14,7.0,1,0
TXN_00348,SUP_008,PROD_389,732.01,9.4,2,0
TXN_00349,SUP_027,PROD_218,670.24,2.9,1,0
TXN_00350,SUP_027,PROD_077,1438.71,3.2,4,0
TXN_00351,SUP_098,PROD_411,1199.4,0.5,1,0
TXN_00352,SUP_021,PROD_377,940.05,1.9,3,0
TXN_00353,SUP_030,PROD_384,823.82,2.9,4,0
TXN_00354,SUP_097,PROD_334,951.49,3.2,3,0
TXN_00355,SUP_028,PROD_152,1534.23,3.9,4,0
TXN_00356,SUP_064,PROD_323,740.49,6.2,1,0
TXN_00357,SUP_097,PROD_239,526.85,6.0,1,0
TXN_00358,SUP_069,PROD_115,1200.21,4.0,1,0
TXN_00359,SUP_061,PROD_319,1302.44,5.0,3,0
TXN_00360,SUP_048,PROD_369,1435.49,2.3,1,0
TXN_00361,SUP_019,PROD_094,894.3,3.9,3,0
TXN_00362,SUP_004,PROD_483,897.44,2.4,3,0
TXN_00363,SUP_035,PROD_048,1603.68,3.5,2,0
TXN_00364,SUP_064,PROD_191,1178.65,8.7,2,0
TXN_00365,SUP_049,PROD_462,974.48,5.3,2,0
TXN_00366,SUP_017,PROD_012,1151.01,3.8,4,0
TXN_00367,SUP_044,PROD_156,3154.02,1.2,11,1
TXN_00368,SUP_092,PROD_172,333.76,16.2,12,1
TXN_00369,SUP_030,PROD_477,1085.5,8.4,2,0
TXN_00370,SUP_093,PROD_427,1250.25,5.7,4,0
TXN_00371,SUP_046,PROD_401,704.52,2.7,3,0
TXN_00372,SUP_006,PROD_296,1106.63,7.6,4,0
TXN_00373,SUP_099,PROD_177,650.02,6.2,1,0
TXN_00374,SUP_037,PROD_341,1562.66,5.9,2,0
TXN_00375,SUP_024,PROD_057,874.24,6.7,3,0
TXN_00376,SUP_093,PROD_343,503.53,6.5,4,0
TXN_00377,SUP_046,PROD_340,1833.21,6.0,2,0
TXN_00378,SUP_053,PROD_448,843.68,4.7,2,0
TXN_00379,SUP_095,PROD_203,1028.49,6.8,3,0
TXN_00380,SUP_099,PROD_185,491.4,4.7,2,0
TXN_00381,SUP_060,PROD_121,984.1,7.7,4,0
TXN_00382,SUP_097,PROD_226,1501.81,6.0,3,0
TXN_00383,SUP_063,PROD_202,1211.48,5.4,3,0
TXN_00384,SUP_085,PROD_330,489.75,6.3,2,0
TXN_00385,SUP_032,PROD_363,771.05,5.3,1,0
TXN_00386,SUP_087,PROD_380,4560.57,0.8,10,1
TXN_00387,SUP_033,PROD_454,350.19,17.8,9,1
TXN_00388,SUP_067,PROD_356,854.2,5.1,4,0
TXN_00389,SUP_018,PROD_216,1119.12,0.5,3,0
TXN_00390,SUP_025,PROD_460,640.55,6.7,2,0
TXN_00391,SUP_095,PROD_043,607.9,5.8,1,0
TXN_00392,SUP_054,PROD_375,252.01,9.9,2,0
TXN_00393,SUP_058,PROD_023,1277.62,2.4,1,0
TXN_00394,SUP_067,PROD_155,968.45,4.6,1,0
TXN_00395,SUP_046,PROD_186,1001.27,1.9,2,0
TXN_00396,SUP_024,PROD_249,79.05,3.5,4,0
TXN_00397,SUP_032,PROD_237,985.11,8.1,2,0
TXN_00398,SUP_047,PROD_293,1165.32,1.7,2,0
TXN_00399,SUP_086,PROD_134,373.17,2.2,4,0
TXN_00400,SUP_023,PROD_321,1013.26,6.2,4,0
TXN_00401,SUP_066,PROD_390,980.05,5.4,2,0
TXN_00402,SUP_027,PROD_434,860.41,4.3,4,0
TXN_00403,SUP_002,PROD_022,1392.29,0.5,1,0
TXN_00404,SUP_090,PROD_361,1320.3,7.5,4,0
TXN_00405,SUP_017,PROD_088,1995.31,4.5,2,0
TXN_00406,SUP_033,PROD_153,636.12,3.0,4,0
TXN_00407,SUP_009,PROD_125,1128.59,5.6,3,0
TXN_00408,SUP_043,PROD_079,1449.96,7.5,4,0
TXN_00409,SUP_048,PROD_346,792.34,4.5,1,0
TXN_00410,SUP_039,PROD_456,1507.38,3.7,3,0
TXN_00411,SUP_093,PROD_051,1109.47,5.1,1,0
TXN_00412,SUP_042,PROD_216,475.99,5.8,1,0
TXN_00413,SUP_026,PROD_176,614.24,6.0,3,0
TXN_00414,SUP_099,PROD_358,825.89,4.5,1,0
TXN_00415,SUP_050,PROD_253,973.53,7.5,3,0
TXN_00416,SUP_025,PROD_454,1371.53,3.2,1,0
TXN_00417,SUP_024,PROD_246,973.1,4.7,2,0
TXN_00418,SUP_013,PROD_227,1359.79,4.6,1,0
TXN_00419,SUP_060,PROD_106,1032.39,1.9,3,0
TXN_00420,SUP_007,PROD_193,1003.71,5.7,2,0
TXN_00421,SUP_057,PROD_316,912.42,5.2,2,0
TXN_00422,SUP_036,PROD_302,1294.61,4.6,4,0
TXN_00423,SUP_045,PROD_036,1038.84,6.0,4,0
TXN_00424,SUP_020,PROD_442,780.23,4.6,4,0
TXN_00425,SUP_065,PROD_204,1099.62,7.8,2,0
TXN_00426,SUP_008,PROD_422,862.8,5.9,4,0
TXN_00427,SUP_016,PROD_267,846.22,5.7,2,0
TXN_00428,SUP_014,PROD_268,1354.79,3.7,4,0
TXN_00429,SUP_076,PROD_170,952.19,1.2,1,0
TXN_00430,SUP_087,PROD_498,1640.38,6.6,4,0
TXN_00431,SUP_015,PROD_039,1220.58,1.2,3,0
TXN_00432,SUP_092,PROD_455,770.27,4.5,4,0
TXN_00433,SUP_098,PROD_139,749.67,6.8,2,0
TXN_00434,SUP_066,PROD_292,627.77,3.3,3,0
TXN_00435,SUP_032,PROD_052,1181.78,4.1,3,0
TXN_00436,SUP_087,PROD_287,743.02,2.2,2,0
TXN_00437,SUP_063,PROD_289,320.32,3.2,3,0
TXN_00438,SUP_086,PROD_141,504.57,3.4,3,0
TXN_00439,SUP_051,PROD_146,668.76,4.1,3,0
TXN_00440,SUP_025,PROD_425,1101.06,5.3,4,0
TXN_00441,SUP_058,PROD_314,975.21,5.5,3,0
